category,style,ugc_type,concept_name,use_when,focus_fit,built_in_hook,core_idea,video_structure,body_template,cta_template,psychology,filming_style,adaptation_rule
שירותים מקומיים ובעלי מקצוע,UGC המלצה,בדיקת אמת,בדיקה לא מקצועית אבל אמיתית,"מתאים ל-חשמלאי, אינסטלטור, מוסך, מנעולן, ניקיון, הדברה, טכנאי, מספרה שכונתית, חנות שירות או בעל מקצוע מקומי כשרוצים לקדם שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.","ראיתי שמדברים על [specific_product], אז בדקתי אם זה באמת עומד בזה במציאות.","היוצר/ת בוחר/ת הבטחה אחת של המוצר/שירות ובודק/ת אותה בסיטואציה אמיתית אחת עם צילום פשוט. בתוך סיטואציה של ביום עמוס, עם דגש על העבודה נקייה.","פתיחה סלפי/POV בסיטואציה של ביום עמוס, בלי להרגיש כמו פרסומת | שוט ראשון: שיחה קצרה עם הלקוח, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: הודעת וואטסאפ עם זמינות, שמוכיח/מדגים ש-העבודה נקייה | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך ביום עמוס, ומראה דרך צילום פשוט ש-העבודה נקייה. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-לקוחות מקומיים שרוצים שירות אמין בלי דרמה ובלי הפתעות ונותן תחושה ש-הבעיה נפתרת מהר, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה, שקיפות, הפחתת חשד לפרסומת","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
שירותים מקומיים ובעלי מקצוע,UGC עדות עצמית,בדיקת אמת,האם זה מחזיק במציאות,"מתאים ל-חשמלאי, אינסטלטור, מוסך, מנעולן, ניקיון, הדברה, טכנאי, מספרה שכונתית, חנות שירות או בעל מקצוע מקומי כשרוצים לקדם שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.","ראיתי שמדברים על [specific_product], אז בדקתי אם זה באמת עומד בזה במציאות.","היוצר/ת בוחר/ת הבטחה אחת של המוצר/שירות ובודק/ת אותה בסיטואציה אמיתית אחת עם צילום פשוט. בתוך סיטואציה של לפני אירוח, עם דגש על לא מנסים למכור מה שלא צריך.","פתיחה סלפי/POV בסיטואציה של לפני אירוח, בלי להרגיש כמו פרסומת | שוט ראשון: תקלה קטנה מקרוב, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: שטח עבודה נקי, שמוכיח/מדגים ש-לא מנסים למכור מה שלא צריך | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך לפני אירוח, ומראה דרך צילום פשוט ש-לא מנסים למכור מה שלא צריך. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-לקוחות מקומיים שרוצים שירות אמין בלי דרמה ובלי הפתעות ונותן תחושה ש-השירות מרגיש אנושי, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה, שקיפות, הפחתת חשד לפרסומת","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
שירותים מקומיים ובעלי מקצוע,UGC המלצה,בדיקת אמת,ניסיתי כמו לקוח/ה רגיל/ה,"מתאים ל-חשמלאי, אינסטלטור, מוסך, מנעולן, ניקיון, הדברה, טכנאי, מספרה שכונתית, חנות שירות או בעל מקצוע מקומי כשרוצים לקדם שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.","ראיתי שמדברים על [specific_product], אז בדקתי אם זה באמת עומד בזה במציאות.","היוצר/ת בוחר/ת הבטחה אחת של המוצר/שירות ובודק/ת אותה בסיטואציה אמיתית אחת עם צילום פשוט. בתוך סיטואציה של בבוקר עם בעיה דחופה, עם דגש על יש אחריות.","פתיחה סלפי/POV בסיטואציה של בבוקר עם בעיה דחופה, בלי להרגיש כמו פרסומת | שוט ראשון: איש מקצוע מסביר בפשטות, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: בדיקה אחרונה, שמוכיח/מדגים ש-יש אחריות | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך בבוקר עם בעיה דחופה, ומראה דרך צילום פשוט ש-יש אחריות. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-לקוחות מקומיים שרוצים שירות אמין בלי דרמה ובלי הפתעות ונותן תחושה ש-אפשר לסמוך עליהם שוב, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה, שקיפות, הפחתת חשד לפרסומת","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
שירותים מקומיים ובעלי מקצוע,UGC עדות עצמית,בדיקת אמת,מבחן השימוש הפשוט,"מתאים ל-חשמלאי, אינסטלטור, מוסך, מנעולן, ניקיון, הדברה, טכנאי, מספרה שכונתית, חנות שירות או בעל מקצוע מקומי כשרוצים לקדם שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.","ראיתי שמדברים על [specific_product], אז בדקתי אם זה באמת עומד בזה במציאות.","היוצר/ת בוחר/ת הבטחה אחת של המוצר/שירות ובודק/ת אותה בסיטואציה אמיתית אחת עם צילום פשוט. בתוך סיטואציה של כשצריך מישהו אמין, עם דגש על הלקוח מבין מה קרה.","פתיחה סלפי/POV בסיטואציה של כשצריך מישהו אמין, בלי להרגיש כמו פרסומת | שוט ראשון: הודעת וואטסאפ עם זמינות, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: לקוח סוגר דלת רגוע, שמוכיח/מדגים ש-הלקוח מבין מה קרה | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך כשצריך מישהו אמין, ומראה דרך צילום פשוט ש-הלקוח מבין מה קרה. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-לקוחות מקומיים שרוצים שירות אמין בלי דרמה ובלי הפתעות ונותן תחושה ש-מגיעים בזמן, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה, שקיפות, הפחתת חשד לפרסומת","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
שירותים מקומיים ובעלי מקצוע,UGC המלצה,בדיקת אמת,לא נתתי לזה חיים קלים,"מתאים ל-חשמלאי, אינסטלטור, מוסך, מנעולן, ניקיון, הדברה, טכנאי, מספרה שכונתית, חנות שירות או בעל מקצוע מקומי כשרוצים לקדם שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.","ראיתי שמדברים על [specific_product], אז בדקתי אם זה באמת עומד בזה במציאות.","היוצר/ת בוחר/ת הבטחה אחת של המוצר/שירות ובודק/ת אותה בסיטואציה אמיתית אחת עם צילום פשוט. בתוך סיטואציה של אחרי ניסיון רע, עם דגש על הבעיה נפתרת מהר.","פתיחה סלפי/POV בסיטואציה של אחרי ניסיון רע, בלי להרגיש כמו פרסומת | שוט ראשון: שטח עבודה נקי, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: כלי עבודה מסודרים, שמוכיח/מדגים ש-הבעיה נפתרת מהר | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך אחרי ניסיון רע, ומראה דרך צילום פשוט ש-הבעיה נפתרת מהר. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-לקוחות מקומיים שרוצים שירות אמין בלי דרמה ובלי הפתעות ונותן תחושה ש-מסבירים בלי להפחיד, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה, שקיפות, הפחתת חשד לפרסומת","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
שירותים מקומיים ובעלי מקצוע,UGC עדות עצמית,בדיקת אמת,בדקתי את ההבטחה,"מתאים ל-חשמלאי, אינסטלטור, מוסך, מנעולן, ניקיון, הדברה, טכנאי, מספרה שכונתית, חנות שירות או בעל מקצוע מקומי כשרוצים לקדם שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.","ראיתי שמדברים על [specific_product], אז בדקתי אם זה באמת עומד בזה במציאות.","היוצר/ת בוחר/ת הבטחה אחת של המוצר/שירות ובודק/ת אותה בסיטואציה אמיתית אחת עם צילום פשוט. בתוך סיטואציה של בסוף שיפוץ, עם דגש על השירות מרגיש אנושי.","פתיחה סלפי/POV בסיטואציה של בסוף שיפוץ, בלי להרגיש כמו פרסומת | שוט ראשון: בדיקה אחרונה, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: הגעה לבית, שמוכיח/מדגים ש-השירות מרגיש אנושי | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך בסוף שיפוץ, ומראה דרך צילום פשוט ש-השירות מרגיש אנושי. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-לקוחות מקומיים שרוצים שירות אמין בלי דרמה ובלי הפתעות ונותן תחושה ש-המחיר ברור, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה, שקיפות, הפחתת חשד לפרסומת","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
שירותים מקומיים ובעלי מקצוע,UGC המלצה,בדיקת אמת,מבחן רגע האמת,"מתאים ל-חשמלאי, אינסטלטור, מוסך, מנעולן, ניקיון, הדברה, טכנאי, מספרה שכונתית, חנות שירות או בעל מקצוע מקומי כשרוצים לקדם שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.","ראיתי שמדברים על [specific_product], אז בדקתי אם זה באמת עומד בזה במציאות.","היוצר/ת בוחר/ת הבטחה אחת של המוצר/שירות ובודק/ת אותה בסיטואציה אמיתית אחת עם צילום פשוט. בתוך סיטואציה של לפני החורף, עם דגש על אפשר לסמוך עליהם שוב.","פתיחה סלפי/POV בסיטואציה של לפני החורף, בלי להרגיש כמו פרסומת | שוט ראשון: לקוח סוגר דלת רגוע, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: לפני ואחרי תיקון, שמוכיח/מדגים ש-אפשר לסמוך עליהם שוב | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך לפני החורף, ומראה דרך צילום פשוט ש-אפשר לסמוך עליהם שוב. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-לקוחות מקומיים שרוצים שירות אמין בלי דרמה ובלי הפתעות ונותן תחושה ש-העבודה נקייה, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה, שקיפות, הפחתת חשד לפרסומת","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
שירותים מקומיים ובעלי מקצוע,UGC המלצה,לפני ואחרי עדין,לפני ואחרי בלי דרמה,"מתאים ל-חשמלאי, אינסטלטור, מוסך, מנעולן, ניקיון, הדברה, טכנאי, מספרה שכונתית, חנות שירות או בעל מקצוע מקומי כשרוצים לקדם שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.",זה לא לפני־אחרי מוגזם. זה פשוט מה שהשתנה אצלי אחרי [specific_product].,"הסרטון מראה מצב לפני ומצב אחרי בצורה אמינה, עם שינוי קטן, מוחשי ולא מוגזם. בתוך סיטואציה של ברגע שמשהו מתקלקל, עם דגש על מגיעים בזמן.","פתיחה סלפי/POV בסיטואציה של ברגע שמשהו מתקלקל, בלי להרגיש כמו פרסומת | שוט ראשון: כלי עבודה מסודרים, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: שיחה קצרה עם הלקוח, שמוכיח/מדגים ש-מגיעים בזמן | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך ברגע שמשהו מתקלקל, ומראה דרך צילום פשוט ש-מגיעים בזמן. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-לקוחות מקומיים שרוצים שירות אמין בלי דרמה ובלי הפתעות ונותן תחושה ש-לא מנסים למכור מה שלא צריך, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה ויזואלית, אמינות, ציפייה ריאלית","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
שירותים מקומיים ובעלי מקצוע,UGC עדות עצמית,לפני ואחרי עדין,השינוי הקטן שרואים,"מתאים ל-חשמלאי, אינסטלטור, מוסך, מנעולן, ניקיון, הדברה, טכנאי, מספרה שכונתית, חנות שירות או בעל מקצוע מקומי כשרוצים לקדם שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.",זה לא לפני־אחרי מוגזם. זה פשוט מה שהשתנה אצלי אחרי [specific_product].,"הסרטון מראה מצב לפני ומצב אחרי בצורה אמינה, עם שינוי קטן, מוחשי ולא מוגזם. בתוך סיטואציה של לפני מעבר דירה, עם דגש על מסבירים בלי להפחיד.","פתיחה סלפי/POV בסיטואציה של לפני מעבר דירה, בלי להרגיש כמו פרסומת | שוט ראשון: הגעה לבית, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: תקלה קטנה מקרוב, שמוכיח/מדגים ש-מסבירים בלי להפחיד | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך לפני מעבר דירה, ומראה דרך צילום פשוט ש-מסבירים בלי להפחיד. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-לקוחות מקומיים שרוצים שירות אמין בלי דרמה ובלי הפתעות ונותן תחושה ש-יש אחריות, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה ויזואלית, אמינות, ציפייה ריאלית","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
שירותים מקומיים ובעלי מקצוע,UGC המלצה,לפני ואחרי עדין,"לא מהפך, פשוט יותר טוב","מתאים ל-חשמלאי, אינסטלטור, מוסך, מנעולן, ניקיון, הדברה, טכנאי, מספרה שכונתית, חנות שירות או בעל מקצוע מקומי כשרוצים לקדם שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.",זה לא לפני־אחרי מוגזם. זה פשוט מה שהשתנה אצלי אחרי [specific_product].,"הסרטון מראה מצב לפני ומצב אחרי בצורה אמינה, עם שינוי קטן, מוחשי ולא מוגזם. בתוך סיטואציה של אחרי תקלה קטנה, עם דגש על המחיר ברור.","פתיחה סלפי/POV בסיטואציה של אחרי תקלה קטנה, בלי להרגיש כמו פרסומת | שוט ראשון: לפני ואחרי תיקון, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: איש מקצוע מסביר בפשטות, שמוכיח/מדגים ש-המחיר ברור | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך אחרי תקלה קטנה, ומראה דרך צילום פשוט ש-המחיר ברור. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-לקוחות מקומיים שרוצים שירות אמין בלי דרמה ובלי הפתעות ונותן תחושה ש-הלקוח מבין מה קרה, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה ויזואלית, אמינות, ציפייה ריאלית","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
שירותים מקומיים ובעלי מקצוע,UGC עדות עצמית,לפני ואחרי עדין,מה השתנה אחרי שניסיתי,"מתאים ל-חשמלאי, אינסטלטור, מוסך, מנעולן, ניקיון, הדברה, טכנאי, מספרה שכונתית, חנות שירות או בעל מקצוע מקומי כשרוצים לקדם שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.",זה לא לפני־אחרי מוגזם. זה פשוט מה שהשתנה אצלי אחרי [specific_product].,"הסרטון מראה מצב לפני ומצב אחרי בצורה אמינה, עם שינוי קטן, מוחשי ולא מוגזם. בתוך סיטואציה של ביום עמוס, עם דגש על העבודה נקייה.","פתיחה סלפי/POV בסיטואציה של ביום עמוס, בלי להרגיש כמו פרסומת | שוט ראשון: שיחה קצרה עם הלקוח, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: הודעת וואטסאפ עם זמינות, שמוכיח/מדגים ש-העבודה נקייה | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך ביום עמוס, ומראה דרך צילום פשוט ש-העבודה נקייה. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-לקוחות מקומיים שרוצים שירות אמין בלי דרמה ובלי הפתעות ונותן תחושה ש-הבעיה נפתרת מהר, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה ויזואלית, אמינות, ציפייה ריאלית","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
שירותים מקומיים ובעלי מקצוע,UGC המלצה,לפני ואחרי עדין,לפני זה היה קצת מסורבל,"מתאים ל-חשמלאי, אינסטלטור, מוסך, מנעולן, ניקיון, הדברה, טכנאי, מספרה שכונתית, חנות שירות או בעל מקצוע מקומי כשרוצים לקדם שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי דרך עדות עצמית או המלצה טבעית.","עובד טוב כשהפוקוס הוא שירות חדש, זמינות מהירה, בדיקה, תיקון, חבילת תחזוקה, שירות לבית או מבצע מקומי או מסר כמו השקה, מבצע, שירות חדש, תוצאה, חוויה או יתרון נקודתי.",זה לא לפני־אחרי מוגזם. זה פשוט מה שהשתנה אצלי אחרי [specific_product].,"הסרטון מראה מצב לפני ומצב אחרי בצורה אמינה, עם שינוי קטן, מוחשי ולא מוגזם. בתוך סיטואציה של לפני אירוח, עם דגש על לא מנסים למכור מה שלא צריך.","פתיחה סלפי/POV בסיטואציה של לפני אירוח, בלי להרגיש כמו פרסומת | שוט ראשון: תקלה קטנה מקרוב, כדי להראות שימוש אמיתי ב-[specific_product] | שוט שני: שטח עבודה נקי, שמוכיח/מדגים ש-לא מנסים למכור מה שלא צריך | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name]","היוצר/ת מתייחס/ת ל-[specific_product] כחלק מרגע יומיומי אמיתי, בודק/ת אותו דרך לפני אירוח, ומראה דרך צילום פשוט ש-לא מנסים למכור מה שלא צריך. במקום למכור, הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי.","אם חיפשת משהו שמתאים ל-לקוחות מקומיים שרוצים שירות אמין בלי דרמה ובלי הפתעות ונותן תחושה ש-השירות מרגיש אנושי, שווה לבדוק את [business_name] ואת [special_focus].","הוכחה ויזואלית, אמינות, ציפייה ריאלית","צילום אייפון אנכי, סלפי/POV, תאורה טבעית, עריכה קצרה, משפטים יומיומיים, בלי קריינות שיווקית מוגזמת.","להחליף את [business_name], [specific_product], [special_focus], [audience], [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה."
