global_concept_number,industry_order,industry_name,internal_concept_type,concept_number_in_section,user_facing_video_style,concept_title,concept_raw_text,source_file,source_batch,is_active
549,6,נדל״ן; עיצוב פנים ושיפוצים,UGC עדות עצמית | בדיקת אמת,49,ugc,בדקתי את ההבטחה,Use when: מתאים למעצב פנים; אדריכל; קבלן שיפוצים; מתווך; יועץ משכנתאות; סטודיו הום סטיילינג או חנות לבית כשרוצים לקדם דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: ראיתי שמדברים על [specific_product]; אז בדקתי אם זה באמת עומד בזה במציאות. | Core idea: היוצר/ת בוחר/ת הבטחה אחת של המוצר/שירות ובודק/ת אותה בסיטואציה אמיתית אחת עם צילום פשוט. בתוך סיטואציה של כשצריך להחליט מהר; עם דגש על יש התאמה למשפחה. | Video structure: פתיחה סלפי/POV בסיטואציה של כשצריך להחליט מהר; בלי להרגיש כמו פרסומת | שוט ראשון: חומרי גלם על שולחן; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: יד על תוכנית אדריכלית; שמוכיח ומדגים שיש התאמה למשפחה | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך כשצריך להחליט מהר; ומראה דרך צילום פשוט שיש התאמה למשפחה. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים לאנשים שרוצים בית; נכס או שיפוץ שמרגיש נכון ולא רק מצטלם יפה ונותן תחושה שיש חשיבה על החיים האמיתיים בבית; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: הוכחה; שקיפות; הפחתת חשד לפרסומת | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
550,6,נדל״ן; עיצוב פנים ושיפוצים,UGC המלצה | בדיקת אמת,50,ugc,מבחן רגע האמת,Use when: מתאים למעצב פנים; אדריכל; קבלן שיפוצים; מתווך; יועץ משכנתאות; סטודיו הום סטיילינג או חנות לבית כשרוצים לקדם דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: ראיתי שמדברים על [specific_product]; אז בדקתי אם זה באמת עומד בזה במציאות. | Core idea: היוצר/ת בוחר/ת הבטחה אחת של המוצר/שירות ובודק/ת אותה בסיטואציה אמיתית אחת עם צילום פשוט. בתוך סיטואציה של בסוף יום באתר; עם דגש על הנכס מוצג טוב יותר. | Video structure: פתיחה סלפי/POV בסיטואציה של בסוף יום באתר; בלי להרגיש כמו פרסומת | שוט ראשון: לקוח מסתכל על התוצאה; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: לפני ואחרי פינה בבית; שמוכיח ומדגים שהנכס מוצג טוב יותר | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך בסוף יום באתר; ומראה דרך צילום פשוט שהנכס מוצג טוב יותר. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים לאנשים שרוצים בית; נכס או שיפוץ שמרגיש נכון ולא רק מצטלם יפה ונותן תחושה שהתוצאה לא רק יפה אלא נוחה; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: הוכחה; שקיפות; הפחתת חשד לפרסומת | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
551,6,נדל״ן; עיצוב פנים ושיפוצים,UGC המלצה | לפני ואחרי עדין,51,ugc,לפני ואחרי בלי דרמה,Use when: מתאים למעצב פנים; אדריכל; קבלן שיפוצים; מתווך; יועץ משכנתאות; סטודיו הום סטיילינג או חנות לבית כשרוצים לקדם דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: זה לא לפני. אחרי מוגזם. זה פשוט מה שהשתנה אצלי אחרי [specific_product]. | Core idea: הסרטון מראה מצב לפני ומצב אחרי בצורה אמינה; עם שינוי קטן; מוחשי ולא מוגזם. בתוך סיטואציה של לפני מעבר דירה; עם דגש על החלל מרגיש גדול יותר. | Video structure: פתיחה סלפי/POV בסיטואציה של לפני מעבר דירה; בלי להרגיש כמו פרסומת | שוט ראשון: דלת נפתחת לחלל; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: בחירת צבעים; שמוכיח ומדגים שהחלל מרגיש גדול יותר | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך לפני מעבר דירה; ומראה דרך צילום פשוט שהחלל מרגיש גדול יותר. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים לאנשים שרוצים בית; נכס או שיפוץ שמרגיש נכון ולא רק מצטלם יפה ונותן תחושה שחוסכים טעויות יקרות; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: הוכחה ויזואלית; אמינות; ציפייה ריאלית | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
552,6,נדל״ן; עיצוב פנים ושיפוצים,UGC עדות עצמית | לפני ואחרי עדין,52,ugc,השינוי הקטן שרואים,Use when: מתאים למעצב פנים; אדריכל; קבלן שיפוצים; מתווך; יועץ משכנתאות; סטודיו הום סטיילינג או חנות לבית כשרוצים לקדם דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: זה לא לפני. אחרי מוגזם. זה פשוט מה שהשתנה אצלי אחרי [specific_product]. | Core idea: הסרטון מראה מצב לפני ומצב אחרי בצורה אמינה; עם שינוי קטן; מוחשי ולא מוגזם. בתוך סיטואציה של כשנמאס מהסלון; עם דגש על התקציב מנוהל ברור. | Video structure: פתיחה סלפי/POV בסיטואציה של כשנמאס מהסלון; בלי להרגיש כמו פרסומת | שוט ראשון: יד על תוכנית אדריכלית; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: מדידה עם מטר; שמוכיח ומדגים שהתקציב מנוהל ברור | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך כשנמאס מהסלון; ומראה דרך צילום פשוט שהתקציב מנוהל ברור. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים לאנשים שרוצים בית; נכס או שיפוץ שמרגיש נכון ולא רק מצטלם יפה ונותן תחושה שרואים את הפוטנציאל; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: הוכחה ויזואלית; אמינות; ציפייה ריאלית | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
553,6,נדל״ן; עיצוב פנים ושיפוצים,UGC המלצה | לפני ואחרי עדין,53,ugc,לא מהפך; פשוט יותר טוב,Use when: מתאים למעצב פנים; אדריכל; קבלן שיפוצים; מתווך; יועץ משכנתאות; סטודיו הום סטיילינג או חנות לבית כשרוצים לקדם דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: זה לא לפני. אחרי מוגזם. זה פשוט מה שהשתנה אצלי אחרי [specific_product]. | Core idea: הסרטון מראה מצב לפני ומצב אחרי בצורה אמינה; עם שינוי קטן; מוחשי ולא מוגזם. בתוך סיטואציה של אחרי קבלת מפתח; עם דגש על יש חשיבה על החיים האמיתיים בבית. | Video structure: פתיחה סלפי/POV בסיטואציה של אחרי קבלת מפתח; בלי להרגיש כמו פרסומת | שוט ראשון: לפני ואחרי פינה בבית; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: סיבוב בדירה ריקה; שמוכיח ומדגים שיש חשיבה על החיים האמיתיים בבית | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך אחרי קבלת מפתח; ומראה דרך צילום פשוט שיש חשיבה על החיים האמיתיים בבית. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים לאנשים שרוצים בית; נכס או שיפוץ שמרגיש נכון ולא רק מצטלם יפה ונותן תחושה שהתהליך פחות מלחיץ; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: הוכחה ויזואלית; אמינות; ציפייה ריאלית | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
554,6,נדל״ן; עיצוב פנים ושיפוצים,UGC עדות עצמית | לפני ואחרי עדין,54,ugc,מה השתנה אחרי שניסיתי,Use when: מתאים למעצב פנים; אדריכל; קבלן שיפוצים; מתווך; יועץ משכנתאות; סטודיו הום סטיילינג או חנות לבית כשרוצים לקדם דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: זה לא לפני. אחרי מוגזם. זה פשוט מה שהשתנה אצלי אחרי [specific_product]. | Core idea: הסרטון מראה מצב לפני ומצב אחרי בצורה אמינה; עם שינוי קטן; מוחשי ולא מוגזם. בתוך סיטואציה של לפני מכירת נכס; עם דגש על התוצאה לא רק יפה אלא נוחה. | Video structure: פתיחה סלפי/POV בסיטואציה של לפני מכירת נכס; בלי להרגיש כמו פרסומת | שוט ראשון: בחירת צבעים; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: פרט קטן בארון; שמוכיח ומדגים שהתוצאה לא רק יפה אלא נוחה | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך לפני מכירת נכס; ומראה דרך צילום פשוט שהתוצאה לא רק יפה אלא נוחה. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים לאנשים שרוצים בית; נכס או שיפוץ שמרגיש נכון ולא רק מצטלם יפה ונותן תחושה שהפרטים הקטנים עושים הבדל; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: הוכחה ויזואלית; אמינות; ציפייה ריאלית | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
555,6,נדל״ן; עיצוב פנים ושיפוצים,UGC המלצה | לפני ואחרי עדין,55,ugc,לפני זה היה קצת מסורבל,Use when: מתאים למעצב פנים; אדריכל; קבלן שיפוצים; מתווך; יועץ משכנתאות; סטודיו הום סטיילינג או חנות לבית כשרוצים לקדם דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: זה לא לפני. אחרי מוגזם. זה פשוט מה שהשתנה אצלי אחרי [specific_product]. | Core idea: הסרטון מראה מצב לפני ומצב אחרי בצורה אמינה; עם שינוי קטן; מוחשי ולא מוגזם. בתוך סיטואציה של בתכנון מטבח; עם דגש על חוסכים טעויות יקרות. | Video structure: פתיחה סלפי/POV בסיטואציה של בתכנון מטבח; בלי להרגיש כמו פרסומת | שוט ראשון: מדידה עם מטר; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: תאורה שנדלקת; שמוכיח ומדגים שחוסכים טעויות יקרות | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך בתכנון מטבח; ומראה דרך צילום פשוט שחוסכים טעויות יקרות. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים לאנשים שרוצים בית; נכס או שיפוץ שמרגיש נכון ולא רק מצטלם יפה ונותן תחושה שיש התאמה למשפחה; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: הוכחה ויזואלית; אמינות; ציפייה ריאלית | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
556,6,נדל״ן; עיצוב פנים ושיפוצים,UGC עדות עצמית | לפני ואחרי עדין,56,ugc,אחרי זה נהיה יותר קל,Use when: מתאים למעצב פנים; אדריכל; קבלן שיפוצים; מתווך; יועץ משכנתאות; סטודיו הום סטיילינג או חנות לבית כשרוצים לקדם דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: זה לא לפני. אחרי מוגזם. זה פשוט מה שהשתנה אצלי אחרי [specific_product]. | Core idea: הסרטון מראה מצב לפני ומצב אחרי בצורה אמינה; עם שינוי קטן; מוחשי ולא מוגזם. בתוך סיטואציה של אחרי שנים של דחייה; עם דגש על רואים את הפוטנציאל. | Video structure: פתיחה סלפי/POV בסיטואציה של אחרי שנים של דחייה; בלי להרגיש כמו פרסומת | שוט ראשון: סיבוב בדירה ריקה; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: חומרי גלם על שולחן; שמוכיח ומדגים שרואים את הפוטנציאל | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך אחרי שנים של דחייה; ומראה דרך צילום פשוט שרואים את הפוטנציאל. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים לאנשים שרוצים בית; נכס או שיפוץ שמרגיש נכון ולא רק מצטלם יפה ונותן תחושה שהנכס מוצג טוב יותר; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: הוכחה ויזואלית; אמינות; ציפייה ריאלית | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
557,6,נדל״ן; עיצוב פנים ושיפוצים,UGC המלצה | לפני ואחרי עדין,57,ugc,השוואה רגועה,Use when: מתאים למעצב פנים; אדריכל; קבלן שיפוצים; מתווך; יועץ משכנתאות; סטודיו הום סטיילינג או חנות לבית כשרוצים לקדם דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: זה לא לפני. אחרי מוגזם. זה פשוט מה שהשתנה אצלי אחרי [specific_product]. | Core idea: הסרטון מראה מצב לפני ומצב אחרי בצורה אמינה; עם שינוי קטן; מוחשי ולא מוגזם. בתוך סיטואציה של בביקור בדירה; עם דגש על התהליך פחות מלחיץ. | Video structure: פתיחה סלפי/POV בסיטואציה של בביקור בדירה; בלי להרגיש כמו פרסומת | שוט ראשון: פרט קטן בארון; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: לקוח מסתכל על התוצאה; שמוכיח ומדגים שהתהליך פחות מלחיץ | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך בביקור בדירה; ומראה דרך צילום פשוט שהתהליך פחות מלחיץ. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים לאנשים שרוצים בית; נכס או שיפוץ שמרגיש נכון ולא רק מצטלם יפה ונותן תחושה שהחלל מרגיש גדול יותר; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: הוכחה ויזואלית; אמינות; ציפייה ריאלית | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
558,6,נדל״ן; עיצוב פנים ושיפוצים,UGC עדות עצמית | לפני ואחרי עדין,58,ugc,ההבדל שלא צועק,Use when: מתאים למעצב פנים; אדריכל; קבלן שיפוצים; מתווך; יועץ משכנתאות; סטודיו הום סטיילינג או חנות לבית כשרוצים לקדם דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: זה לא לפני. אחרי מוגזם. זה פשוט מה שהשתנה אצלי אחרי [specific_product]. | Core idea: הסרטון מראה מצב לפני ומצב אחרי בצורה אמינה; עם שינוי קטן; מוחשי ולא מוגזם. בתוך סיטואציה של לפני שיפוץ קטן; עם דגש על הפרטים הקטנים עושים הבדל. | Video structure: פתיחה סלפי/POV בסיטואציה של לפני שיפוץ קטן; בלי להרגיש כמו פרסומת | שוט ראשון: תאורה שנדלקת; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: דלת נפתחת לחלל; שמוכיח ומדגים שהפרטים הקטנים עושים הבדל | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך לפני שיפוץ קטן; ומראה דרך צילום פשוט שהפרטים הקטנים עושים הבדל. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים לאנשים שרוצים בית; נכס או שיפוץ שמרגיש נכון ולא רק מצטלם יפה ונותן תחושה שהתקציב מנוהל ברור; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: הוכחה ויזואלית; אמינות; ציפייה ריאלית | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
559,6,נדל״ן; עיצוב פנים ושיפוצים,UGC המלצה | לפני ואחרי עדין,59,ugc,אותו יום; תחושה אחרת,Use when: מתאים למעצב פנים; אדריכל; קבלן שיפוצים; מתווך; יועץ משכנתאות; סטודיו הום סטיילינג או חנות לבית כשרוצים לקדם דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש דרך עדות עצמית או המלצה טבעית. | Focus fit: עובד טוב כשהפוקוס הוא דירה למכירה; פרויקט שיפוץ; ייעוץ; חבילת עיצוב; מוצר לבית; תכנון חלל או נכס חדש או מסר כמו השקה; מבצע; שירות חדש; תוצאה; חוויה או יתרון נקודתי. | Hook: זה לא לפני. אחרי מוגזם. זה פשוט מה שהשתנה אצלי אחרי [specific_product]. | Core idea: הסרטון מראה מצב לפני ומצב אחרי בצורה אמינה; עם שינוי קטן; מוחשי ולא מוגזם. בתוך סיטואציה של כשצריך להחליט מהר; עם דגש על יש התאמה למשפחה. | Video structure: פתיחה סלפי/POV בסיטואציה של כשצריך להחליט מהר; בלי להרגיש כמו פרסומת | שוט ראשון: חומרי גלם על שולחן; כדי להראות שימוש אמיתי ב[specific_product] | שוט שני: יד על תוכנית אדריכלית; שמוכיח ומדגים שיש התאמה למשפחה | משפט אישי קצר שמחבר את [special_focus] לחוויה של [audience] | סיום עם מסקנה רגועה והמלצה טבעית לבדוק את [business_name] | Body: היוצר/ת מתייחס/ת ל[specific_product] כחלק מרגע יומיומי אמיתי; בודק/ת אותו דרך כשצריך להחליט מהר; ומראה דרך צילום פשוט שיש התאמה למשפחה. במקום למכור; הסרטון נותן תחושה של ניסיון אישי והמלצה שנולדה משימוש אמיתי. | CTA: אם חיפשת משהו שמתאים לאנשים שרוצים בית; נכס או שיפוץ שמרגיש נכון ולא רק מצטלם יפה ונותן תחושה שיש חשיבה על החיים האמיתיים בבית; שווה לבדוק את [business_name] ואת [special_focus]. | Psychology: הוכחה ויזואלית; אמינות; ציפייה ריאלית | Filming style: צילום אייפון אנכי; סלפי/POV; תאורה טבעית; עריכה קצרה; משפטים יומיומיים; בלי קריינות שיווקית מוגזמת. | Adaptation rule: להחליף את [business_name]; [specific_product]; [special_focus]; [audience]; [location] לפי העסק; לשמור על מבנה עדות אישית ולא להפוך לפרסומת ישירה.,briefi_ugc_conceptbank_1000_v2_import_ready_flat.csv,1000_UGC_Briefi_10_display_clean_v2,true
